OCCUPATION_TYPE;EXT_SOURCE_3;AMT_REQ_CREDIT_BUREAU_HOUR;AMT_REQ_CREDIT_BUREAU_DAY;AMT_REQ_CREDIT_BUREAU_WEEK;AMT_REQ_CREDIT_BUREAU_MON;AMT_REQ_CREDIT_BUREAU_QRT;AMT_REQ_CREDIT_BUREAU_YEAR;NAME_TYPE_SUITE;OBS_30_CNT_SOCIAL_CIRCLE;DEF_30_CNT_SOCIAL_CIRCLE;OBS_60_CNT_SOCIAL_CIRCLE;DEF_60_CNT_SOCIAL_CIRCLE;EXT_SOURCE_2;AMT_GOODS_PRICE;AMT_ANNUITY;CNT_FAM_MEMBERS;DAYS_LAST_PHONE_CHANGE;CNT_CHILDREN;FLAG_DOCUMENT_8;NAME_CONTRACT_TYPE;CODE_GENDER;FLAG_OWN_CAR;FLAG_DOCUMENT_2;FLAG_DOCUMENT_3;FLAG_DOCUMENT_4;FLAG_DOCUMENT_5;FLAG_DOCUMENT_6;FLAG_DOCUMENT_7;FLAG_DOCUMENT_9;FLAG_DOCUMENT_21;FLAG_DOCUMENT_10;FLAG_DOCUMENT_11;FLAG_OWN_REALTY;FLAG_DOCUMENT_13;FLAG_DOCUMENT_14;FLAG_DOCUMENT_15;FLAG_DOCUMENT_16;FLAG_DOCUMENT_17;FLAG_DOCUMENT_18;FLAG_DOCUMENT_19;FLAG_DOCUMENT_20;FLAG_DOCUMENT_12;AMT_CREDIT;AMT_INCOME_TOTAL;FLAG_PHONE;LIVE_CITY_NOT_WORK_CITY;REG_CITY_NOT_WORK_CITY;TARGET;REG_CITY_NOT_LIVE_CITY;LIVE_REGION_NOT_WORK_REGION;REG_REGION_NOT_WORK_REGION;REG_REGION_NOT_LIVE_REGION;HOUR_APPR_PROCESS_START;WEEKDAY_APPR_PROCESS_START;REGION_RATING_CLIENT_W_CITY;REGION_RATING_CLIENT;FLAG_EMAIL;FLAG_CONT_MOBILE;ORGANIZATION_TYPE;FLAG_WORK_PHONE;FLAG_EMP_PHONE;FLAG_MOBIL;DAYS_ID_PUBLISH;DAYS_REGISTRATION;DAYS_EMPLOYED;DAYS_BIRTH;REGION_POPULATION_RELATIVE;NAME_HOUSING_TYPE;NAME_FAMILY_STATUS;NAME_EDUCATION_TYPE;NAME_INCOME_TYPE;SK_ID_CURR;AGE
Unknown;0.5902333386185574;0.0;0.0;0.0;0.0;1.0;0.0;Unaccompanied;1.0;0.0;1.0;0.0;0.7302131278193086;360000.0;21339.0;1.0;0.0;0;0;Cash loans;F;N;0;0;0;1;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;436032.0;225000.0;0;0;0;0;0;0;0;0;8;THURSDAY;2;2;0;1;Unknown;0;0;1;-3740;-3323.0;-1681.0;-20501;0.022625;House / apartment;Separated;Secondary / secondary special;Pensioner;158401;56
Unknown;0.5352762504724826;0.0;0.0;0.0;0.0;0.0;1.0;Unaccompanied;0.0;0.0;0.0;0.0;0.718875829328793;1125000.0;53455.5;2.0;-2052.0;0;0;Cash loans;M;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;1258650.0;180000.0;0;0;0;0;0;0;0;0;12;THURSDAY;2;2;0;1;Culture;0;1;1;-3136;-7464.0;-619.0;-19574;0.009334;House / apartment;Married;Higher education;Commercial associate;187549;53
Unknown;0.8825303127941461;0.0;0.0;0.0;0.0;0.0;0.0;Children;1.0;0.0;1.0;0.0;0.2837286312270687;787500.0;32778.0;2.0;-135.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;881055.0;90000.0;1;0;0;0;0;0;0;0;12;MONDAY;2;2;0;1;Unknown;0;0;1;-4612;-5701.0;-1681.0;-23333;0.028663;House / apartment;Married;Secondary / secondary special;Pensioner;211733;63
Unknown;0.4365064990977374;0.0;0.0;0.0;0.0;1.0;5.0;Spouse, partner;1.0;0.0;1.0;0.0;0.6963624061144457;1755000.0;58396.5;2.0;-2190.0;0;0;Cash loans;F;N;0;0;0;0;1;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;1921797.0;247500.0;0;0;0;0;0;0;0;0;13;MONDAY;2;2;0;1;Unknown;0;0;1;-4594;-11247.0;-1681.0;-22538;0.025164;House / apartment;Married;Secondary / secondary special;Pensioner;391992;61
Laborers;0.2970866116472028;0.0;0.0;0.0;0.0;1.0;9.0;Family;1.0;0.0;1.0;0.0;0.6432736579131698;702000.0;31275.0;3.0;-1620.0;1;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;785398.5;157500.0;1;0;0;0;0;0;0;0;9;THURSDAY;2;2;0;1;Industry;0;1;1;-4866;-2710.0;-4979.0;-14110;0.025164;House / apartment;Married;Higher education;Commercial associate;218213;38
Laborers;0.7850520263728172;0.0;0.0;0.0;1.0;0.0;1.0;Unaccompanied;2.0;1.0;2.0;1.0;0.6550019497197495;679500.0;29700.0;4.0;-1618.0;2;0;Cash loans;F;Y;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;894766.5;126000.0;0;1;1;0;1;0;0;0;16;FRIDAY;2;2;0;1;Industry;0;1;1;-4062;-5247.0;-331.0;-11503;0.02461;House / apartment;Married;Higher education;Commercial associate;154056;31
Unknown;0.6195277080511546;0.0;0.0;0.0;0.0;1.0;1.0;Family;0.0;0.0;0.0;0.0;0.4887693023431124;900000.0;29745.0;2.0;-1614.0;0;1;Cash loans;M;N;0;0;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;900000.0;126000.0;1;0;0;0;0;0;0;0;9;WEDNESDAY;2;2;1;1;Business Entity;1;1;1;-2724;-6162.0;-1051.0;-10071;0.00963;House / apartment;Married;Higher education;Commercial associate;161585;27
Unknown;0.7136313997323308;0.0;0.0;0.0;0.0;0.0;2.0;Unaccompanied;0.0;0.0;0.0;0.0;0.2763747383118878;243000.0;30442.5;3.0;0.0;1;0;Cash loans;M;Y;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;268659.0;351000.0;0;0;0;0;0;0;0;0;13;MONDAY;1;2;0;1;Other;0;1;1;-4555;-900.0;-2980.0;-12666;0.010006;House / apartment;Married;Secondary / secondary special;Commercial associate;223211;34
Managers;0.6690566947824041;0.0;0.0;0.0;0.0;0.0;4.0;Unaccompanied;4.0;0.0;4.0;0.0;0.5345086476633539;454500.0;36000.0;4.0;-1629.0;2;0;Cash loans;M;Y;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;481495.5;315000.0;0;0;0;0;0;0;0;0;18;THURSDAY;2;3;0;1;Self-employed;1;1;1;-4315;-266.0;-5284.0;-14084;0.020713;House / apartment;Married;Secondary / secondary special;Working;456076;38
Unknown;0.2567055724393002;0.0;0.0;0.0;1.0;0.0;1.0;Unaccompanied;1.0;0.0;1.0;0.0;0.4083157725279719;184500.0;11493.0;3.0;-1821.0;1;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;301401.0;135000.0;0;0;0;0;0;0;0;0;13;TUESDAY;2;2;0;1;Business Entity;0;1;1;-3119;-5311.0;-178.0;-13820;0.0196889999999999;House / apartment;Married;Secondary / secondary special;Working;298686;37
High skill tech staff;0.5424451438613613;0.0;0.0;0.0;0.0;0.0;2.0;Unaccompanied;3.0;0.0;3.0;0.0;0.3642866455014815;247500.0;13401.0;2.0;-1739.0;1;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;352044.0;202500.0;0;0;0;0;0;0;0;0;16;MONDAY;2;2;0;1;Business Entity;0;1;1;-3359;-227.0;-2140.0;-11764;0.025164;House / apartment;Single / not married;Secondary / secondary special;Commercial associate;241869;32
Unknown;0.3656165070113335;0.0;0.0;0.0;0.0;0.0;0.0;Unaccompanied;4.0;0.0;4.0;0.0;0.6547597753492544;477000.0;21609.0;3.0;-2709.0;1;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;665892.0;225000.0;1;1;1;0;0;0;0;0;12;THURSDAY;1;1;0;1;Industry;0;1;1;-2597;-9585.0;-119.0;-15475;0.04622;House / apartment;Married;Secondary / secondary special;Commercial associate;375877;42
Unknown;0.2079641743053816;0.0;0.0;0.0;0.0;0.0;8.0;Unaccompanied;1.0;0.0;1.0;0.0;0.6286644266926525;900000.0;34587.0;2.0;-1510.0;0;0;Cash loans;F;Y;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;1042560.0;171000.0;0;0;0;0;0;0;0;0;14;MONDAY;2;2;0;1;Unknown;0;0;1;-1985;-9918.0;-1681.0;-18450;0.00702;House / apartment;Married;Higher education;Pensioner;379535;50
Core staff;0.6577838002083306;0.0;0.0;0.0;1.0;0.0;1.0;Unaccompanied;0.0;0.0;0.0;0.0;0.7208162170853314;675000.0;40320.0;2.0;-2347.0;0;0;Cash loans;M;Y;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;835380.0;270000.0;0;0;0;0;0;0;0;0;15;WEDNESDAY;1;1;0;1;Business Entity;0;1;1;-2469;-847.0;-2935.0;-19987;0.032561;House / apartment;Married;Higher education;Commercial associate;443925;54
Medicine staff;0.4223696523543468;0.0;0.0;0.0;0.0;0.0;0.0;Unaccompanied;0.0;0.0;0.0;0.0;0.7630322969849866;270000.0;13500.0;2.0;-84.0;0;0;Revolving loans;F;Y;0;0;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;270000.0;247500.0;0;0;0;0;0;0;0;0;14;FRIDAY;2;2;0;1;University;0;1;1;-246;-9025.0;-9538.0;-16703;0.028663;House / apartment;Married;Secondary / secondary special;Working;386789;45
Accountants;0.108924403541012;0.0;0.0;0.0;0.0;0.0;4.0;Unaccompanied;2.0;0.0;1.0;0.0;0.3550154770914494;225000.0;14751.0;5.0;-969.0;3;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;269550.0;81000.0;0;0;0;1;0;0;0;0;15;THURSDAY;2;2;0;1;Trade;1;1;1;-1008;-3889.0;-2142.0;-11212;0.019101;House / apartment;Married;Secondary / secondary special;Working;274692;30
Unknown;0.5937175866150576;0.0;0.0;0.0;0.0;0.0;1.0;Unaccompanied;2.0;0.0;2.0;0.0;0.2962028246127759;675000.0;17937.0;1.0;-1809.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;675000.0;49500.0;0;0;0;0;0;0;0;0;9;FRIDAY;2;2;0;1;Unknown;0;0;1;-4047;-15547.0;-1681.0;-22942;0.025164;House / apartment;Widow;Secondary / secondary special;Pensioner;363564;62
Drivers;0.1082263226697141;0.0;0.0;0.0;0.0;0.0;1.0;Unaccompanied;0.0;0.0;0.0;0.0;0.6379370809054495;270000.0;13500.0;1.0;-165.0;0;0;Revolving loans;M;Y;0;0;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;270000.0;157500.0;0;0;0;0;0;0;0;0;15;THURSDAY;2;2;1;1;Business Entity;0;1;1;-3872;-8801.0;-3519.0;-14690;0.02461;House / apartment;Single / not married;Higher education;Working;169016;40
Laborers;0.7530673920730478;0.0;0.0;0.0;1.0;0.0;0.0;Unaccompanied;4.0;0.0;4.0;0.0;0.0952898329849317;225000.0;11767.5;2.0;-2.0;0;0;Cash loans;M;Y;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;1;0;0;0;314100.0;112500.0;0;0;0;0;0;0;0;0;7;SUNDAY;3;3;0;1;Business Entity;1;1;1;-4779;-9348.0;-3502.0;-14094;0.020246;House / apartment;Married;Secondary / secondary special;Working;297743;38
Unknown;0.4489622731076524;0.0;0.0;0.0;0.0;0.0;4.0;Spouse, partner;0.0;0.0;0.0;0.0;0.5790780775322395;135000.0;14175.0;2.0;-227.0;0;0;Cash loans;M;N;0;0;0;0;1;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;177768.0;180000.0;1;0;0;0;0;0;0;0;12;FRIDAY;2;2;1;1;Unknown;0;0;1;-4487;-7105.0;-1681.0;-21238;0.01885;House / apartment;Married;Higher education;Pensioner;135222;58
Sales staff;0.5388627065779676;0.0;0.0;0.0;0.0;0.0;3.0;Unaccompanied;0.0;0.0;0.0;0.0;0.3927494379329767;675000.0;36459.0;2.0;0.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;755190.0;135000.0;0;0;0;0;0;0;0;0;7;MONDAY;2;2;0;1;Business Entity;0;1;1;-3904;-1474.0;-1413.0;-14395;0.010032;House / apartment;Married;Secondary / secondary special;Working;270468;39
Unknown;0.4848514754962666;0.0;0.0;0.0;0.0;0.0;3.0;Unaccompanied;0.0;0.0;0.0;0.0;0.2949143521277512;468000.0;19471.5;2.0;-482.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;542133.0;135000.0;0;0;0;0;0;0;0;0;14;THURSDAY;3;3;0;1;Unknown;0;0;1;-4112;-3395.0;-1681.0;-20753;0.018209;House / apartment;Married;Secondary / secondary special;Pensioner;120783;56
Laborers;0.5352762504724826;0.0;0.0;0.0;0.0;0.0;1.0;Unaccompanied;3.0;1.0;3.0;1.0;0.3047377221962975;180000.0;9000.0;3.0;-266.0;1;0;Revolving loans;M;N;0;0;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;180000.0;90000.0;0;1;1;0;0;0;0;0;17;THURSDAY;2;2;0;1;Construction;0;1;1;-5049;-3272.0;-2814.0;-15864;0.005313;House / apartment;Married;Secondary / secondary special;Commercial associate;119497;43
Sales staff;0.5352762504724826;0.0;0.0;0.0;1.0;0.0;1.0;Family;5.0;0.0;5.0;0.0;0.6168957298267582;810000.0;34600.5;2.0;-2607.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;959688.0;157500.0;1;0;0;0;0;0;0;0;18;WEDNESDAY;2;2;1;1;Self-employed;1;1;1;-1855;-1821.0;-2807.0;-14296;0.016612;House / apartment;Married;Secondary / secondary special;Working;436578;39
Sales staff;0.5424451438613613;1.0;0.0;0.0;0.0;0.0;0.0;Family;0.0;0.0;0.0;0.0;0.7513098921615109;1125000.0;44748.0;2.0;-746.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;1125000.0;202500.0;0;0;0;0;0;0;0;0;16;TUESDAY;2;2;0;1;Business Entity;0;1;1;-2171;-4939.0;-1003.0;-14102;0.026392;With parents;Married;Secondary / secondary special;Working;428303;38
Unknown;0.0969483170508572;0.0;0.0;0.0;0.0;0.0;4.0;Unaccompanied;0.0;0.0;0.0;0.0;0.3351718622482214;562500.0;31266.0;2.0;-268.0;0;0;Cash loans;F;Y;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;740700.0;126000.0;0;1;1;0;0;0;0;0;9;WEDNESDAY;2;2;0;1;Other;0;1;1;-106;-5619.0;-5742.0;-16564;0.00496;House / apartment;Married;Secondary / secondary special;State servant;210917;45
HR staff;0.7091891096653581;0.0;0.0;0.0;0.0;0.0;0.0;Unaccompanied;0.0;0.0;0.0;0.0;0.5675239446810828;1197000.0;39285.0;4.0;-2842.0;2;0;Cash loans;F;Y;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;1370803.5;202500.0;1;0;0;0;0;0;0;0;17;THURSDAY;2;2;0;1;Business Entity;1;1;1;-5039;-12498.0;-1387.0;-12529;0.02461;House / apartment;Married;Secondary / secondary special;Commercial associate;210281;34
Unknown;0.3312508645909018;0.0;0.0;0.0;0.0;0.0;4.0;Unaccompanied;0.0;0.0;0.0;0.0;0.5707627922010486;283500.0;16897.5;2.0;-713.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;328405.5;180000.0;0;0;0;0;0;0;0;0;12;MONDAY;3;3;0;1;Unknown;0;0;1;-5133;-7629.0;-1681.0;-21684;0.0031219999999999;House / apartment;Married;Secondary / secondary special;Pensioner;417494;59
Core staff;0.6397075677637197;0.0;0.0;0.0;0.0;0.0;0.0;Unaccompanied;0.0;0.0;0.0;0.0;0.2449651158487481;202500.0;10125.0;1.0;-453.0;0;0;Revolving loans;M;N;0;0;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;202500.0;112500.0;0;0;1;0;1;0;0;0;12;WEDNESDAY;2;2;0;1;Business Entity;0;1;1;-1371;-3537.0;-915.0;-8695;0.025164;With parents;Single / not married;Secondary / secondary special;Working;182887;23
Medicine staff;0.3910549766342248;0.0;0.0;0.0;0.0;1.0;3.0;Unaccompanied;0.0;0.0;0.0;0.0;0.6820355988768458;1800000.0;68643.0;1.0;-900.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;1971072.0;252000.0;0;0;0;0;0;0;0;0;10;MONDAY;2;2;0;1;Medicine;0;1;1;-2400;-118.0;-6478.0;-18867;0.019101;House / apartment;Separated;Secondary / secondary special;Commercial associate;402999;51
Managers;0.4776491548517548;0.0;0.0;0.0;1.0;0.0;3.0;Unaccompanied;0.0;0.0;0.0;0.0;0.8064502817744323;454500.0;22437.0;1.0;-1837.0;0;0;Cash loans;F;Y;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;562491.0;135000.0;0;0;0;0;0;0;0;0;15;WEDNESDAY;2;2;0;1;Construction;0;1;1;-4544;-3260.0;-263.0;-14820;0.006233;House / apartment;Single / not married;Secondary / secondary special;Working;352301;40
Core staff;0.3556387169923543;0.0;0.0;0.0;0.0;1.0;0.0;Unaccompanied;0.0;0.0;0.0;0.0;0.3284329652588291;697500.0;30483.0;2.0;-814.0;0;0;Cash loans;F;Y;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;918468.0;90000.0;0;0;0;0;0;0;0;0;8;MONDAY;2;2;0;1;Postal;0;1;1;-4252;-3314.0;-920.0;-20702;0.00712;House / apartment;Married;Secondary / secondary special;State servant;265965;56
Unknown;0.5352762504724826;0.0;0.0;0.0;0.0;0.0;1.0;Family;2.0;2.0;2.0;1.0;0.0799024685724234;288000.0;14265.0;1.0;-2138.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;333621.0;90000.0;0;0;0;0;0;0;0;0;15;THURSDAY;2;2;0;1;Unknown;0;0;1;-4814;-133.0;-1681.0;-21826;0.00733;House / apartment;Widow;Secondary / secondary special;Pensioner;321147;59
Managers;0.3723336657058204;0.0;0.0;0.0;1.0;0.0;2.0;Unaccompanied;0.0;0.0;0.0;0.0;0.4987116990251024;270000.0;24313.5;2.0;-1730.0;0;0;Cash loans;M;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;323460.0;135000.0;0;0;0;1;0;0;0;0;6;FRIDAY;2;2;1;1;Business Entity;0;1;1;-4476;-8921.0;-2095.0;-14889;0.010032;House / apartment;Married;Secondary / secondary special;Working;339712;40
Cooking staff;0.3031463744186309;0.0;0.0;0.0;0.0;0.0;6.0;Unaccompanied;1.0;0.0;1.0;0.0;0.3468420175847975;391500.0;25573.5;1.0;-306.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;469017.0;180000.0;0;0;0;1;0;0;0;0;12;SATURDAY;2;2;1;1;Restaurant;0;1;1;-2537;-7589.0;-1115.0;-14817;0.0096569999999999;House / apartment;Single / not married;Secondary / secondary special;Working;339235;40
Medicine staff;0.4241303111942548;0.0;0.0;0.0;0.0;1.0;4.0;Unaccompanied;3.0;0.0;3.0;0.0;0.4136357699994091;135000.0;7528.5;1.0;-942.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;177768.0;238500.0;1;0;0;1;0;0;0;0;12;TUESDAY;2;2;0;1;Security Ministries;0;1;1;-890;-8869.0;-3947.0;-17356;0.0088659999999999;House / apartment;Separated;Secondary / secondary special;Working;363304;47
Cooking staff;0.5352762504724826;0.0;0.0;0.0;2.0;1.0;2.0;Unaccompanied;0.0;0.0;0.0;0.0;0.3753808510171217;675000.0;59094.0;1.0;0.0;0;0;Cash loans;M;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;746280.0;270000.0;0;0;0;1;0;1;1;0;10;MONDAY;1;1;0;1;Medicine;0;1;1;-208;-9019.0;-126.0;-10536;0.04622;Office apartment;Single / not married;Secondary / secondary special;Working;268908;28
Sales staff;0.1455428133497032;0.0;0.0;0.0;0.0;0.0;3.0;Unaccompanied;2.0;0.0;2.0;0.0;0.5964181157109354;225000.0;11250.0;2.0;-2285.0;0;0;Revolving loans;F;N;0;0;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;225000.0;135000.0;0;0;0;0;0;0;0;0;15;THURSDAY;2;2;0;1;Transport;0;1;1;-2240;-8695.0;-4590.0;-18692;0.010276;House / apartment;Married;Secondary / secondary special;Working;113600;51
Laborers;0.5352762504724826;0.0;0.0;0.0;0.0;0.0;1.0;Unaccompanied;2.0;1.0;2.0;1.0;0.0510796433388903;270000.0;25965.0;1.0;-606.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;327024.0;112500.0;0;0;1;0;1;0;0;0;10;SUNDAY;2;2;0;1;Business Entity;0;1;1;-1860;-1335.0;-1240.0;-10528;0.022625;Rented apartment;Single / not married;Secondary / secondary special;Working;237021;28
Unknown;0.4083588531230431;0.0;0.0;0.0;0.0;2.0;1.0;Family;5.0;0.0;5.0;0.0;0.6790738652319326;904500.0;39127.5;3.0;-1956.0;1;0;Cash loans;F;Y;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;983299.5;180000.0;0;0;0;0;0;0;0;0;15;SATURDAY;2;2;0;1;Business Entity;0;1;1;-4769;-3021.0;-4290.0;-13261;0.010147;House / apartment;Married;Secondary / secondary special;Working;145498;36
Laborers;0.656158373001177;0.0;1.0;0.0;0.0;0.0;1.0;Unaccompanied;1.0;0.0;1.0;0.0;0.7127595092662175;180000.0;9000.0;3.0;-2732.0;2;0;Revolving loans;M;Y;0;0;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;180000.0;315000.0;0;0;0;0;0;0;0;0;9;WEDNESDAY;3;3;1;1;Mobile;0;1;1;-4685;-7453.0;-3083.0;-13328;0.018209;House / apartment;Separated;Higher education;Working;128906;36
Laborers;0.5352762504724826;0.0;0.0;0.0;0.0;0.0;5.0;Unaccompanied;0.0;0.0;0.0;0.0;0.1915258625230554;900000.0;35689.5;1.0;-652.0;0;0;Cash loans;M;Y;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;900000.0;99000.0;1;0;0;0;0;0;0;0;12;SUNDAY;2;2;0;1;Industry;1;1;1;-1068;-7408.0;-2620.0;-17527;0.025164;House / apartment;Single / not married;Secondary / secondary special;Working;242750;48
Unknown;0.6430255641096323;0.0;0.0;0.0;0.0;0.0;1.0;Unaccompanied;0.0;0.0;0.0;0.0;0.6391181386963255;900000.0;34911.0;1.0;-667.0;0;0;Cash loans;M;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;1078200.0;225000.0;0;0;0;0;0;0;0;0;16;MONDAY;2;2;0;1;Business Entity;0;1;1;-2131;-9980.0;-346.0;-10084;0.0084739999999999;With parents;Single / not married;Higher education;Working;361168;27
Laborers;0.5656079814115492;0.0;0.0;0.0;1.0;0.0;2.0;Unaccompanied;0.0;0.0;0.0;0.0;0.6981626316861905;225000.0;25321.5;3.0;-1537.0;1;0;Cash loans;M;Y;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;254700.0;180000.0;0;0;0;0;0;1;1;0;11;FRIDAY;2;2;0;1;Business Entity;0;1;1;-4350;-1360.0;-1003.0;-15110;0.009175;House / apartment;Married;Secondary / secondary special;Working;308198;41
Unknown;0.5919766183185521;0.0;0.0;0.0;0.0;0.0;1.0;Unaccompanied;1.0;1.0;1.0;1.0;0.6478269171486717;225000.0;20250.0;3.0;-814.0;1;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;254700.0;103500.0;1;0;0;0;0;0;0;0;16;FRIDAY;3;3;1;1;Business Entity;1;1;1;-3003;-2094.0;-1583.0;-11128;0.005002;With parents;Married;Incomplete higher;Working;379194;30
Sales staff;0.5602843280409464;0.0;0.0;0.0;1.0;1.0;2.0;Unaccompanied;10.0;1.0;10.0;0.0;0.7590116210179404;247500.0;13270.5;1.0;-1041.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;352044.0;90000.0;1;0;0;0;0;0;0;0;12;FRIDAY;2;2;0;1;Self-employed;0;1;1;-4329;-4910.0;-2355.0;-14862;0.02461;House / apartment;Separated;Secondary / secondary special;Working;220403;40
Laborers;0.5352762504724826;0.0;0.0;0.0;0.0;0.0;1.0;Unaccompanied;4.0;1.0;4.0;0.0;0.6395517810405058;238500.0;15831.0;4.0;-175.0;2;0;Cash loans;F;Y;0;1;0;0;0;0;0;0;0;0;N;1;0;0;0;0;0;0;0;0;263686.5;58500.0;0;1;1;0;0;0;0;0;11;WEDNESDAY;2;2;0;1;Self-employed;0;1;1;-369;-364.0;-103.0;-10681;0.019101;House / apartment;Married;Secondary / secondary special;Working;221608;29
Unknown;0.2580842039460289;0.0;0.0;0.0;0.0;0.0;2.0;Unaccompanied;2.0;0.0;2.0;0.0;0.7318384329492704;270000.0;13500.0;1.0;-641.0;0;0;Revolving loans;F;Y;0;0;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;270000.0;301500.0;0;1;1;0;0;0;0;0;16;SUNDAY;2;2;0;1;Transport;0;1;1;-1164;-1170.0;-987.0;-12243;0.026392;House / apartment;Separated;Higher education;Commercial associate;263496;33
Core staff;0.7180328113294772;0.0;0.0;0.0;0.0;1.0;3.0;Unaccompanied;0.0;0.0;0.0;0.0;0.7169982520317425;261000.0;6885.0;2.0;-2294.0;1;0;Cash loans;F;Y;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;1;0;0;0;261000.0;180000.0;0;1;1;0;0;0;0;0;17;TUESDAY;2;2;0;1;Government;0;1;1;-4537;-5084.0;-5413.0;-13116;0.02461;House / apartment;Separated;Higher education;State servant;147943;35
Unknown;0.6380435278721609;0.0;0.0;0.0;0.0;0.0;0.0;Unaccompanied;0.0;0.0;0.0;0.0;0.6260930548981777;454500.0;13284.0;1.0;-1439.0;0;0;Cash loans;F;Y;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;454500.0;45000.0;0;0;0;0;0;0;0;0;11;FRIDAY;2;2;0;1;Unknown;0;0;1;-4093;-2383.0;-1681.0;-20909;0.022625;House / apartment;Single / not married;Secondary / secondary special;Pensioner;264503;57
